timestamp,open,high,low,close,volume,ema,sma,ema_boven_sma,bullish_cross,bearish_cross,usdt_balance,ada_balance
2025-02-02 13:00:00,0.8586,0.8768,0.8586,0.8768,1809920.39,,,False,False,False,100,100.0
2025-02-02 14:00:00,0.8768,0.8828,0.873,0.8732,1475005.69,,,False,False,False,100,100.0
2025-02-02 15:00:00,0.8732,0.8733,0.8587,0.8704,1608172.15,,,False,False,False,100,100.0
2025-02-02 16:00:00,0.8704,0.871,0.8292,0.8348,7884058.55,,,False,False,False,100,100.0
2025-02-02 17:00:00,0.8348,0.839,0.7946,0.8025,10703243.39,,,False,False,False,100,100.0
2025-02-02 18:00:00,0.8025,0.8221,0.793,0.7964,9117822.49,,,False,False,False,100,100.0
2025-02-02 19:00:00,0.7964,0.8252,0.7857,0.8156,8930895.6,,,False,False,False,100,100.0
2025-02-02 20:00:00,0.8156,0.8274,0.8069,0.8107,3385165.95,,0.83505,False,False,False,100,100.0
2025-02-02 21:00:00,0.8107,0.8138,0.7891,0.793,4842498.97,,0.824575,False,False,False,100,100.0
2025-02-02 22:00:00,0.793,0.8096,0.7508,0.7942,10898077.94,,0.8147,False,False,False,100,100.0
2025-02-02 23:00:00,0.7942,0.8047,0.7618,0.8047,10282349.31,,0.8064875,False,False,False,100,100.0
2025-02-03 00:00:00,0.8047,0.8047,0.73,0.7646,27781487.9,,0.7977125,False,False,False,100,100.0
2025-02-03 01:00:00,0.7646,0.7732,0.5985,0.6251,75426713.69,,0.7755375,False,False,False,100,100.0
2025-02-03 02:00:00,0.6251,0.638,0.5022,0.6227,159882422.41,,0.753825,False,False,False,100,100.0
2025-02-03 03:00:00,0.6227,0.6744,0.6212,0.6593,27761059.22,,0.7342875,False,False,False,100,100.0
2025-02-03 04:00:00,0.6593,0.6737,0.6259,0.6303,18090277.74,,0.7117375,False,False,False,100,100.0
2025-02-03 05:00:00,0.6303,0.6824,0.6297,0.6821,14766962.03,,0.697875,False,False,False,100,100.0
2025-02-03 06:00:00,0.6821,0.692,0.6669,0.6857,15378068.96,,0.6843125,False,False,False,100,100.0
2025-02-03 07:00:00,0.6857,0.7202,0.6822,0.7181,18882655.09,0.7441578392509208,0.6734874999999999,True,True,False,0,239.25637097897229
2025-02-03 08:00:00,0.7181,0.7181,0.6829,0.6969,11251435.92,0.7394320553258288,0.665025,True,False,False,0,239.25637097897229
2025-02-03 09:00:00,0.6969,0.7119,0.6832,0.691,15287467.73,0.734588849793246,0.6732625,True,False,False,0,239.25637097897229
2025-02-03 10:00:00,0.691,0.7189,0.6905,0.7156,8544458.47,0.7326899648139213,0.684875,True,False,False,0,239.25637097897229
2025-02-03 11:00:00,0.7156,0.7188,0.7027,0.712,6867279.42,0.7306209683325293,0.6914625,True,False,False,0,239.25637097897229
2025-02-03 12:00:00,0.712,0.7266,0.706,0.7073,12182976.08,0.7282888714992763,0.7010875,True,False,False,0,239.25637097897229
2025-02-03 13:00:00,0.7073,0.7142,0.6889,0.6969,8776943.8,0.7251499843493487,0.7029375,True,False,False,0,239.25637097897229
2025-02-03 14:00:00,0.6969,0.7281,0.6727,0.723,48778857.34,0.724934985914414,0.7076,True,False,False,0,239.25637097897229
2025-02-03 15:00:00,0.723,0.7713,0.7132,0.765,30860350.33,0.7289414873229726,0.7134625,True,False,False,0,239.25637097897229
2025-02-03 16:00:00,0.765,0.7776,0.755,0.7633,14027197.0,0.7323773385906753,0.7217625,True,False,False,0,239.25637097897229
2025-02-03 17:00:00,0.7633,0.7814,0.7563,0.7774,12876426.68,0.7368796047316079,0.7325625,True,False,False,0,239.25637097897229
2025-02-03 18:00:00,0.7774,0.785,0.7656,0.7844,10996136.74,0.7416316442584472,0.7411625,True,False,False,0,239.25637097897229
2025-02-03 19:00:00,0.7844,0.8041,0.7825,0.8012,11361736.5,0.7475884798326025,0.7523125,False,False,True,100,114.44359015021543
2025-02-03 20:00:00,0.8012,0.8012,0.7756,0.7818,7899045.24,0.7510096318493422,0.761625,False,False,False,100,114.44359015021543
2025-02-03 21:00:00,0.7818,0.8081,0.7815,0.8024,4510800.83,0.756148668664408,0.7748125,False,False,False,100,114.44359015021543
2025-02-03 22:00:00,0.8024,0.8245,0.8017,0.8178,7318484.7,0.7623138017979671,0.7866625,False,False,False,100,114.44359015021543
2025-02-03 23:00:00,0.8178,0.8236,0.803,0.812,5504149.94,0.7672824216181705,0.7925375,False,False,False,100,114.44359015021543
2025-02-04 00:00:00,0.812,0.8198,0.8028,0.8035,5318867.62,0.7709041794563535,0.7975625000000001,False,False,False,100,114.44359015021543
2025-02-04 01:00:00,0.8035,0.8185,0.8011,0.8147,2960340.98,0.7752837615107182,0.802225,False,False,False,100,114.44359015021543
2025-02-04 02:00:00,0.8147,0.8162,0.7926,0.7944,2594954.82,0.7771953853596465,0.803475,False,False,False,100,114.44359015021543
2025-02-04 03:00:00,0.7944,0.7977,0.7857,0.7921,2000290.64,0.7786858468236819,0.8023374999999999,False,False,False,100,114.44359015021543
2025-02-04 04:00:00,0.7921,0.7948,0.7776,0.7797,2942552.83,0.7787872621413138,0.802075,False,False,False,100,114.44359015021543
2025-02-04 05:00:00,0.7797,0.78,0.7397,0.7457,7789792.76,0.7754785359271824,0.7949875,False,False,False,100,114.44359015021543
