timestamp,open,high,low,close,volume,ema,sma,ema_boven_sma,bullish_cross,bearish_cross,usdt_balance,ada_balance
2025-02-04 13:00:00,0.76,0.7677,0.7505,0.7532,4880878.19,,,False,False,False,100,100.0
2025-02-04 14:00:00,0.7532,0.7778,0.7469,0.7708,9019742.08,,,False,False,False,100,100.0
2025-02-04 15:00:00,0.7708,0.7749,0.7479,0.758,9692759.98,,,False,False,False,100,100.0
2025-02-04 16:00:00,0.758,0.7699,0.755,0.7586,4429157.84,,,False,False,False,100,100.0
2025-02-04 17:00:00,0.7586,0.7669,0.7496,0.7561,3860380.27,,,False,False,False,100,100.0
2025-02-04 18:00:00,0.7561,0.7666,0.7528,0.7635,2799718.12,,,False,False,False,100,100.0
2025-02-04 19:00:00,0.7635,0.7897,0.752,0.7521,9192926.94,,,False,False,False,100,100.0
2025-02-04 20:00:00,0.7521,0.7617,0.7392,0.7468,9002788.69,,0.7573875,False,False,False,100,100.0
2025-02-04 21:00:00,0.7468,0.747,0.7214,0.7251,10132925.92,,0.7538750000000001,False,False,False,100,100.0
2025-02-04 22:00:00,0.7251,0.7418,0.724,0.74,4758436.27,,0.7500249999999999,False,False,False,100,100.0
2025-02-04 23:00:00,0.74,0.7495,0.7365,0.744,4023519.24,,0.748275,False,False,False,100,100.0
2025-02-05 00:00:00,0.744,0.7499,0.7385,0.7425,3491760.01,,0.7462624999999999,False,False,False,100,100.0
2025-02-05 01:00:00,0.7425,0.7546,0.7424,0.7447,4027756.57,,0.7448374999999999,False,False,False,100,100.0
2025-02-05 02:00:00,0.7447,0.7592,0.7386,0.7547,5483665.07,,0.7437375,False,False,False,100,100.0
2025-02-05 03:00:00,0.7547,0.7594,0.7493,0.7534,3472552.98,,0.7439,False,False,False,100,100.0
2025-02-05 04:00:00,0.7534,0.7554,0.7473,0.7493,1555631.69,,0.7442125,False,False,False,100,100.0
2025-02-05 05:00:00,0.7493,0.7593,0.7409,0.756,2174565.45,,0.7480749999999999,False,False,False,100,100.0
2025-02-05 06:00:00,0.756,0.756,0.7415,0.7459,3334117.31,,0.7488125000000001,False,False,False,100,100.0
2025-02-05 07:00:00,0.7459,0.7551,0.7422,0.7512,2741029.0,0.750126365097876,0.7497125,True,True,False,0,233.1203407880724
2025-02-05 08:00:00,0.7512,0.7546,0.7461,0.7519,3408276.88,0.7503037285880884,0.7508875,False,False,True,100,100.12393169111803
2025-02-05 09:00:00,0.7519,0.759,0.7463,0.749,2265718.68,0.7501733557292795,0.751425,False,False,False,100,100.12393169111803
2025-02-05 10:00:00,0.749,0.7574,0.7482,0.7539,2450017.56,0.7505460201563516,0.7513249999999999,False,False,False,100,100.12393169111803
2025-02-05 11:00:00,0.7539,0.7697,0.7539,0.7685,3088674.17,0.7523414181407164,0.7532125,False,False,False,100,100.12393169111803
2025-02-05 12:00:00,0.7685,0.7733,0.7599,0.7622,2404598.07,0.7533272763266448,0.754825,False,False,False,100,100.12393169111803
2025-02-05 13:00:00,0.7622,0.7721,0.76,0.7706,3175429.75,0.7550545486939804,0.75665,False,False,False,100,100.12393169111803
2025-02-05 14:00:00,0.7706,0.7765,0.7617,0.7635,4804248.15,0.7558990938245824,0.7588499999999999,False,False,False,100,100.12393169111803
2025-02-05 15:00:00,0.7635,0.7732,0.7534,0.7628,4216626.35,0.7565891844421242,0.7603,False,False,False,100,100.12393169111803
2025-02-05 16:00:00,0.7628,0.7656,0.742,0.7527,4816640.15,0.7562002659979119,0.7604,False,False,False,100,100.12393169111803
2025-02-05 17:00:00,0.7527,0.7565,0.7322,0.7363,4089446.03,0.7542102393981207,0.7588125,False,False,False,100,100.12393169111803
2025-02-05 18:00:00,0.7363,0.7449,0.7281,0.7331,4068039.11,0.7520992154583086,0.7562125000000001,False,False,False,100,100.12393169111803
2025-02-05 19:00:00,0.7331,0.7496,0.7302,0.7484,3921323.24,0.7517292939124778,0.7536999999999999,False,False,False,100,100.12393169111803
2025-02-05 20:00:00,0.7484,0.7529,0.7334,0.7414,2712787.63,0.75069636452123,0.7511,False,False,False,100,100.12393169111803
2025-02-05 21:00:00,0.7414,0.7453,0.735,0.738,2440419.58,0.749426728069107,0.7470249999999999,True,True,False,0,235.62528670466816
2025-02-05 22:00:00,0.738,0.7426,0.7251,0.7298,2001969.81,0.7474640552621964,0.7428125,True,False,False,0,235.62528670466816
2025-02-05 23:00:00,0.7298,0.7368,0.7285,0.7324,1828091.11,0.7459576497359768,0.7390125,True,False,False,0,235.62528670466816
2025-02-06 00:00:00,0.7324,0.742,0.7311,0.7353,3719945.07,0.7448918847623791,0.7368375,True,False,False,0,235.62528670466816
2025-02-06 01:00:00,0.7353,0.7489,0.7321,0.7426,2185643.16,0.7446626962861412,0.737625,True,False,False,0,235.62528670466816
2025-02-06 02:00:00,0.7426,0.7521,0.7417,0.7482,1844442.55,0.7450164266575271,0.7395124999999999,True,False,False,0,235.62528670466816
2025-02-06 03:00:00,0.7482,0.7529,0.7439,0.7494,1027449.37,0.7454547839917745,0.7396375000000001,True,False,False,0,235.62528670466816
2025-02-06 04:00:00,0.7494,0.7574,0.7482,0.7563,2907311.38,0.746539305592597,0.7414999999999999,True,False,False,0,235.62528670466816
2025-02-06 05:00:00,0.7563,0.7577,0.7514,0.7537,1289305.62,0.7472553750333373,0.7434625,True,False,False,0,235.62528670466816
2025-02-06 06:00:00,0.7537,0.7659,0.7501,0.7655,1636821.29,0.7490798375300036,0.7479250000000001,True,False,False,0,235.62528670466816
2025-02-06 07:00:00,0.7655,0.7655,0.7578,0.7599,2802442.22,0.7501618537770033,0.7513625,False,False,True,100,104.02902403852787
2025-02-06 08:00:00,0.7599,0.7617,0.7536,0.7545,2032481.75,0.750595668399303,0.7537625,False,False,False,100,104.02902403852787
